condition,therapeuticarea,summary,purpose,gender,age,status,cwid,modified,sponsor,phase
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203996,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203949,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203990,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203946,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203952,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203922,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203984,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,204002,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203964,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203958,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203928,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203993,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203976,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203961,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203955,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203934,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,204005,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203987,"",Ferring Pharmaceuticals,3
Amenorrhea,Obstetrics/Gynecology (Women’s Health) Family Medicine,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study Evaluating Three Doses of Subcutaneous Pulsatile GnRH Administered Via OmniPod Pump for Ovulation Induction in Female Subjects With Primary Amenorrhea With Hypogonadotropic Hypogonadism",To compare the ovulation rate in women with primary amenorrhea with hypogonadotropic hypogonadism following pulsatile gonadotropin-releasing hormone (GnRH) treatment using the OmniPod pump versus placebo,Female,18 to 40 Years,Recruiting,203940,"",Ferring Pharmaceuticals,3
